key,text
card.cri_recover_03.text,"The town has come through something. The chapel does not keep that kind of ledger. It wishes to give thanks, and has asked, for the first time in my memory, that the Keeper stand at the front. Not the last pew."
card.cri_recover_03.left,Stand at the front
card.cri_recover_03.left_outcome,You stand where the chaplain stands. The town looks at you. It is worse than the boundary stone and better than anything.
card.cri_recover_03.right,"The last pew, with Vosk"
card.cri_recover_03.right_outcome,"You sit in the last pew. Vosk sits beside you. Hale gives thanks anyway. The town turns to look, twice."
card.cri_recover_04.text,"The moot's voted you a name. Not 'the Keeper', not 'the new one'. A name. Yours, the one you gave Mirren, which she told me, which I told the moot. It's on a board over the bar now. It'll come down if you earn it. Don't."
card.cri_recover_04.left,Don't
card.cri_recover_04.left_outcome,"""Right."" The board stays up. It is the only thing at the summit with your name on it that the Company did not write."
card.cri_recover_04.right,Put the hands' names beside it
card.cri_recover_04.right_outcome,Eleven names beside yours. Dace pretends not to look at it. He looks at it every night.
card.cri_recover_05.text,"Keeper! We have come through. Whatever it was, we have come through it, and the Board, which knows nothing of what it was, has written 'satisfactory'. Satisfactory! I have not seen the word in eleven years. I have framed it. Come and look at the frame."
card.cri_recover_05.left,Look at the frame
card.cri_recover_05.left_outcome,It is a very good frame. He has hung it beside a blank space he says is for the next one.
card.cri_recover_05.right,Ask what 'satisfactory' cost
card.cri_recover_05.right_outcome,"""Cost? Nothing. Everything. A season. Magnificent."" He means all four."
card.cri_town_01.text,There's a crowd at the Company house. Not a mob. Not yet. A crowd with lamps and one voice too many. They want the Keeper to come out and say whose side the gate is on. I've told them you're coming. Come.
card.cri_town_01.left,Go out and speak
card.cri_town_01.left_outcome,You speak from the step. You say the gate's. It is not what they wanted. It is enough to go home on.
card.cri_town_01.right,Send Dace to disperse them
card.cri_town_01.right_outcome,Dace goes out. He is one of them. He comes back in. They do not disperse.
card.cri_town_02.text,"Three things. Somebody's thrown a lamp through the Company house window. It didn't catch. The crowd's gone quiet, which is worse than loud. And the constable's asked me whose men mine are: the Company's or the town's. I didn't have an answer."
card.cri_town_02.left,The town's; stand them down
card.cri_town_02.left_outcome,The hands go home. The Company house stands empty and unguarded. Nobody touches it. That is the town's answer.
card.cri_town_02.right,The Company's; guard the house
card.cri_town_02.right_outcome,"Eleven hands in a line before the Company house, facing their neighbors. Nobody moves. By dawn the hands are not the town's any more."
card.cri_town_03.text,"A man on the wharf with a torch, and thirty behind him, and the Company warehouse full of grain and lamp oil. He does not know you. He knows the Company. He asks the Keeper, quite politely, to step aside."
card.cri_town_03.text_variant0,"A man on the wharf with a torch, and thirty behind him, and the Reach beyond with forty boats and a Clearance order on every hull. He asks the Keeper, quite politely, whether the order stands, because if it does he means to help it along."
card.cri_town_03.left,Don't step aside
card.cri_town_03.left_outcome,You stand in front of the warehouse. He looks at you a long time. Somebody behind him laughs. Somebody else takes his torch.
card.cri_town_03.right,Step aside
card.cri_town_03.right_outcome,The warehouse burns. The town watches. The Company's grain and lamp oil light the pound orange until dawn.
card.cri_town_04.text,"The town has stopped paying rent. All of it. To me. They say it is about the Keeper; I say it is about money, which everything is. I have written to the Company for constables. The Company has written back asking whether the Keeper approved. Did you?"
card.cri_town_04.left,No constables
card.cri_town_04.left_outcome,"""Then no rent. Kindly."" She waits. She is very good at it. The town is not."
card.cri_town_04.right,"Constables, for the rent only"
card.cri_town_04.right_outcome,Constables collect rent in Company green. The town pays. The town remembers who let them in.
card.cri_town_05.text,"The Courier's Aldmere edition has a piece about the summit 'in revolt'. It's mine. It's mostly true. Ardent has read it and is sending someone. I can print a second piece, calmer, tomorrow. Or I can print what happens when Ardent's someone arrives. Your pick."
card.cri_town_05.left,The calmer piece
card.cri_town_05.left_outcome,"HALFWAY: A TOWN AT PEACE. It is not, quite. It becomes so, partly because it was printed."
card.cri_town_05.right,Print what happens
card.cri_town_05.right_outcome,"""Right. I'll bring a plate-man."" Ardent's someone arrives to find a newspaperman and a crowd and does not know which to arrest."
card.cri_town_06.text,The town's on the wharf with lamps and the Company house is dark and Ardent's constables are at Lock 8 asking me to hold the towpath till they arrive. I've got twelve men. The town's got three hundred. I'd rather nobody found out which number matters.
card.cri_town_06.text_variant0,The town's on the wharf. Half want the Reach cleared tonight and half want the constables gone. Both halves have lamps. Ardent's constables are at Lock 8. I've got twelve men and I'm asking which half I'm standing in front of.
card.cri_town_06.left,Stand between the town and the constables
card.cri_town_06.left_outcome,"Sorrel soldiers facing Company constables on a Company towpath, with a town behind them. Nobody moves till dawn. At dawn the constables go back."
card.cri_town_06.right,Stand aside; let it happen
card.cri_town_06.right_outcome,He stands aside. It happens. In the morning there is a boy on the towpath who does not stand up.
card.cri_town_07.text,"It's happening. The town's risen. For you, they say, and against the Company. They've barred the Company house with Pell in it and cut the tow ropes and somebody's singing. I buried a boy after the last one. Stop them."
card.cri_town_07.left,Stop them
card.cri_town_07.left_outcome,"You stand on the wharf and tell them to go home. You say Pell is a fool, not an enemy. You say the water is the enemy. They go home. Slowly. For you."
card.cri_town_07.right,Let them rise
card.cri_town_07.right_outcome,"They rise. Pell is walked to the boundary stone. The Company house is the town's by morning. So, on paper, is the Keeper's neck."
card.cri_town_08.text,"The town has gone home. The Company house has a new window. In the Ledger, the riot page from Year 44 ends: 'they will forgive the Company, in time. They will not forgive the Keeper who let them.' You did not let them."
card.cri_town_08.left,Write it
card.cri_town_08.left_outcome,'The Keeper did not let them.' It is true. It may be enough.
card.cri_town_08.right,Write what they wanted
card.cri_town_08.right_outcome,You write what the town wanted: the water. It has always been the water.
card.end_crisis_fever.text,"It came up the east flight in a boat with a clean bill. You have it now. I will sit with you. There was nothing to be done, I will say afterward, and I am not certain it is true."
card.end_crisis_fever.left,Ask her to say it anyway
card.end_crisis_fever.left_outcome,She does. She is a good physician.
card.end_crisis_fever.right,Tell her what you noticed about the water
card.end_crisis_fever.right_outcome,She writes it down. Doctors keep ledgers too.
card.end_crisis_fire.text,"Yard's gone to the waterline. Season's hulls with it. Town says Company. Company says you. I say you were holding a bucket, same as me, and it'll hold or it won't."
card.end_crisis_fire.left,Stay and help clear
card.end_crisis_fire.left_outcome,Three days of ash. Then the telegram.
card.end_crisis_fire.right,Face the Company first
card.end_crisis_fire.right_outcome,The telegram is already written.
card.end_crisis_frost.text,"Forty boats frozen in the pound and the Company store half empty for a month. Two children did not see the thaw. The ice is going now. So, I think, are you."
card.end_crisis_frost.left,On the first barge down
card.end_crisis_frost.left_outcome,Nobody sees you off. That is a kindness.
card.end_crisis_frost.right,Ask if you could have done more
card.end_crisis_frost.right_outcome,"""Yes. So could I. That is the job."""
card.end_crisis_inquiry.text,"The inquiry finds as follows. The order bore your signature. The Company keeps orders. Regrettably, it does not keep Keepers who sign them. The Board's view is that this concludes matters."
card.end_crisis_inquiry.left,Ask who drafted the order
card.end_crisis_inquiry.left_outcome,"""The Board's view is that this is immaterial."""
card.end_crisis_inquiry.right,Sign the finding
card.end_crisis_inquiry.right_outcome,Your signature again. It is what they keep.
card.end_crisis_riot.text,It started at my inn and ended at your gate. Nobody remembers who threw the first lamp. The Company's report will say you failed to prevent it. Mine says nothing. I have said enough.
card.end_crisis_riot.left,You could have stopped it
card.end_crisis_riot.left_outcome,"""So could you. Earlier."""
card.end_crisis_riot.right,Nobody could
card.end_crisis_riot.right_outcome,"""Somebody did, once. Then his son drowned."""
